"","NestID","ActiveDate","ActiveTime","ActiveDateTime","FailDate","FailTime","FailDateTime","CollectDate","CollectTime","CollectDateTime","ElapsedTime","ElapsedDays","StudySite","Pasture","UTMzone","Easting_DNA","Northing_DNA","Comments","DNA_Type","DistFromNest","Barcode","Corvid_Allele1","Corvid_Allele1_Height","Corvid_Allele2","Corvid_Allele2_Height","SID_Allele1","SID_Allele1_Height","SID_Allele2","SID_Allele2_Height","SID_Allele3","SID_Allele3_Height","Detect_Total","Detect","NestFate","Precip","tmean","tmax","tmin"
"79","F5276N1_20","4/25/20","16:45","4/25/20 16:45","4/28/20",10:00:00,NA,"4/28/20",12:55:00,"4/28/20",2.84,3,"BIBU","Frenchman North",12,332200,4810995,NA,"Swab",0,"2SZZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.19,17.11,-0.72
"80","F5276N2_20","5/17/20","14:08","5/17/20 14:08","5/19/20",15:01:00,NA,"5/19/20",15:20:00,"5/19/20",2.05,2,"BIBU","Frenchman North",12,332422,4811227,NA,"Swab",1,"2RZZX",NA,NA,NA,NA,"Coyote",854,"Coyote",2235,NA,NA,2,1,"Failed",0,11.47,20.89,2.08
"81","F5276N2_20","5/17/20","14:08","5/17/20 14:08","5/19/20",15:01:00,NA,"5/19/20",15:10:00,"5/19/20",2.04,2,"BIBU","Frenchman North",12,332422,4811227,NA,"EggShells",2,"2SZWY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.47,20.89,2.08
"82","F5276N2_20","5/17/20","14:08","5/17/20 14:08","5/19/20",15:01:00,NA,"5/19/20",15:05:00,"5/19/20",2.04,2,"BIBU","Frenchman North",12,332422,4811227,NA,"Swab",1,"2XZXO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.47,20.89,2.08
"83","F5276N2_20","5/17/20","14:08","5/17/20 14:08","5/19/20",15:01:00,NA,"5/19/20",15:01:00,"5/19/20",2.04,2,"BIBU","Frenchman North",12,332422,4811227,NA,"Swab",1,"2XZXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.47,20.89,2.08
"84","F5276N2_20","5/17/20","14:08","5/17/20 14:08","5/19/20",15:01:00,NA,"5/19/20",15:08:00,"5/19/20",2.04,2,"BIBU","Frenchman North",12,332422,4811227,NA,"Swab",2,"2XZXT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,11.47,20.89,2.08
"85","F5277N1_20","5/3/20","16:20","5/3/20 16:20","5/5/20",14:00:00,NA,"5/5/20",14:00:00,"5/5/20",1.9,2,"BIBU","Sunset North",12,334733,4801301,NA,"Swab",0,"2SZZT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.5,17.47,-0.47
"86","F5277N1_20","5/3/20","16:20","5/3/20 16:20","5/5/20",14:00:00,NA,"5/5/20",14:04:00,"5/5/20",1.91,2,"BIBU","Sunset North",12,334733,4801301,NA,"Swab",0,"2SZZV",NA,NA,NA,NA,"Coyote",1506,NA,NA,NA,NA,1,1,"Failed",0,8.5,17.47,-0.47
"87","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:35:00,"5/7/21",2.03,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"Swab",1,"2VZYT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.58,19.64,-0.19
"88","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:27:00,"5/7/21",2.03,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"Swab",0,"2VZZ7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.58,19.64,-0.19
"89","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:31:00,"5/7/21",2.03,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"Swab",0,"2VZZX",NA,NA,NA,NA,"Coyote",2008,NA,NA,NA,NA,1,1,"Failed",0,9.58,19.64,-0.19
"90","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:42:00,"5/7/21",2.04,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"Swab",3,"2WZYQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.58,19.64,-0.19
"91","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:38:00,"5/7/21",2.03,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"Swab",1,"2WZZ5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.58,19.64,-0.19
"92","F5293N1_21","5/5/21","10:49","5/5/21 10:49","5/7/21",10:50:00,NA,"5/7/21",11:45:00,"5/7/21",2.04,2,"BRBE","Corral Creek East",11,684757,4664076,NA,"EggShells",1,"IZZXQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.58,19.64,-0.19
"93","F5294N1_21","5/7/21","16:45","5/7/21 16:45","5/10/21",17:43:00,NA,"5/10/21",13:00:00,"5/10/21",2.84,3,"BIBU","Frenchman North",12,330910,4811469,NA,"EggShells",1,"IZZXA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.7,19.5,-1.65
"94","F5294N1_21","5/7/21","16:45","5/7/21 16:45","5/10/21",17:43:00,NA,"5/10/21",13:00:00,"5/10/21",2.84,3,"BIBU","Frenchman North",12,330910,4811469,NA,"Swab",1,"KYZVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.7,19.5,-1.65
"95","F5294N1_21","5/7/21","16:45","5/7/21 16:45","5/10/21",17:43:00,NA,"5/10/21",13:00:00,"5/10/21",2.84,3,"BIBU","Frenchman North",12,330910,4811469,NA,"Swab",1,"KYZVM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.7,19.5,-1.65
"96","F5294N1_21","5/7/21","16:45","5/7/21 16:45","5/10/21",17:43:00,NA,"5/10/21",13:00:00,"5/10/21",2.84,3,"BIBU","Frenchman North",12,330910,4811469,NA,"Swab",1,"KYZVO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.7,19.5,-1.65
"97","F5294N1_21","5/7/21","16:45","5/7/21 16:45","5/10/21",17:43:00,NA,"5/10/21",13:00:00,"5/10/21",2.84,3,"BIBU","Frenchman North",12,330910,4811469,NA,"Swab",1,"KYZVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.7,19.5,-1.65
"98","F5332N1_20","5/15/20","13:48","5/15/20 13:48","5/20/20",11:29:00,NA,"21-May-20",13:20:00,"21-May-20",5.98,6,"SHCR","Last Chance",12,604868,4653094,NA,"EggShells",2,"2PZY5",NA,NA,NA,NA,"Coyote",1304,"Coyote",928,NA,NA,2,1,"Failed",7.84,8,14.5,1.48
"99","F5332N1_20","5/15/20","13:48","5/15/20 13:48","5/20/20",11:29:00,NA,"21-May-20",13:20:00,"21-May-20",5.98,6,"SHCR","Last Chance",12,604868,4653094,NA,"EggShells",0,"2PZYD",NA,NA,NA,NA,"Coyote",1028,"Coyote",1442,NA,NA,2,1,"Failed",7.84,8,14.5,1.48
"100","F5332N1_20","5/15/20","13:48","5/15/20 13:48","5/20/20",11:29:00,NA,"21-May-20",13:20:00,"21-May-20",5.98,6,"SHCR","Last Chance",12,604868,4653094,NA,"EggShells",1,"2PZYI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.84,8,14.5,1.48
"101","F5332N1_20","5/15/20","13:48","5/15/20 13:48","5/20/20",11:29:00,NA,"21-May-20",13:20:00,"21-May-20",5.98,6,"SHCR","Last Chance",12,604868,4653094,NA,"EggShells",0,"2PZYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",7.84,8,14.5,1.48
"102","F5353N1_21","4/28/21","12:04","4/28/21 12:04","5/3/21",13:04:00,NA,"5/3/21",14:10:00,"5/3/21",5.09,5,"SHCR","East Blackleg (North)",11,595725,4660081,NA,"Swab",4,"JZZWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.28,21.64,0.83
"103","F5353N1_21","4/28/21","12:04","4/28/21 12:04","5/3/21",13:04:00,NA,"5/3/21",13:40:00,"5/3/21",5.07,5,"SHCR","East Blackleg (North)",11,595725,4660081,NA,"Swab",1,"JZZWQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.28,21.64,0.83
"104","F5353N1_21","4/28/21","12:04","4/28/21 12:04","5/3/21",13:04:00,NA,"5/3/21",14:07:00,"5/3/21",5.09,5,"SHCR","East Blackleg (North)",11,595725,4660081,NA,"Swab",4,"JZZWU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.28,21.64,0.83
"105","F5353N1_21","4/28/21","12:04","4/28/21 12:04","5/3/21",13:04:00,NA,"5/3/21",14:03:00,"5/3/21",5.08,5,"SHCR","East Blackleg (North)",11,595725,4660081,NA,"Swab",4,"JZZWX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.28,21.64,0.83
"106","F5388N1_20","5/15/20","14:24","5/15/20 14:24","5/18/20",13:00:00,NA,"5/18/20",13:00:00,"5/18/20",2.94,3,"BIBU","Butte South",12,329030,4803850,NA,"Swab",1,"2XZXQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,7.17,15.31,-0.96
"107","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:40:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZW5","Raven",10920,"Raven",10448,"Bobcat",1345,NA,NA,NA,NA,3,1,"Failed",0.17,13.04,18.85,7.2
"108","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:56:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZWF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.17,13.04,18.85,7.2
"109","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:54:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZWG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.17,13.04,18.85,7.2
"110","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:53:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZWR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.17,13.04,18.85,7.2
"111","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:52:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.17,13.04,18.85,7.2
"112","F5437N1_20","4/28/20","#N/A","#VALUE!","5/1/20",15:13:00,NA,"5/1/20",15:58:00,"5/1/20",3,3,"JISA","Kane Springs (Line Canyon)",12,298218,4671765,NA,"Swab",1,"2SZWV",NA,NA,NA,NA,"Coyote",1110,NA,NA,NA,NA,1,1,"Failed",0.17,13.04,18.85,7.2
"113","F5488N1_20","5/9/20","22:00","5/9/20 22:00","5/15/20",13:00:00,NA,"5/15/20",13:00:00,"5/15/20",5.63,6,"PAVA","Other",12,282435,4927454,NA,"Swab",2,"2XZZN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.17,17.22,-0.94
"114","F5488N1_20","5/9/20","22:00","5/9/20 22:00","5/15/20",13:00:00,NA,"5/15/20",13:00:00,"5/15/20",5.63,6,"PAVA","Other",12,282435,4927454,NA,"Swab",1,"2XZZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.17,17.22,-0.94
"115","F5488N1_20","5/9/20","22:00","5/9/20 22:00","5/15/20",13:00:00,NA,"5/15/20",13:00:00,"5/15/20",5.63,6,"PAVA","Other",12,282435,4927454,NA,"Swab",0,"2XZZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.17,17.22,-0.94
"116","F5488N1_20","5/9/20","22:00","5/9/20 22:00","5/15/20",13:00:00,NA,"5/15/20",13:00:00,"5/15/20",5.63,6,"PAVA","Other",12,282435,4927454,NA,"Swab",1,"2YZYB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,8.17,17.22,-0.94
"117","F5496N1_20","5/11/20","#N/A","#VALUE!","5/13/20",19:53:00,NA,"5/14/20",16:16:00,"5/14/20",3,3,"SHCR","East Blackleg (North)",12,598322,4657618,NA,"Swab",0,"2SZVZ",NA,NA,NA,NA,NA,NA,"Coyote",593,NA,NA,1,1,"Failed",0,15.56,24.72,6.39
"118","F5496N1_20","5/11/20","#N/A","#VALUE!","5/13/20",19:53:00,NA,"5/14/20",16:16:00,"5/14/20",3,3,"SHCR","East Blackleg (North)",12,598322,4657618,NA,"Swab",0,"2SZW7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.56,24.72,6.39
"119","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:37:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2RZZY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.86,24.31,9.39
"120","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:39:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2XZXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.86,24.31,9.39
"121","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:32:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2XZY2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.86,24.31,9.39
"122","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:30:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2XZY3",NA,NA,NA,NA,"Coyote",833,"Coyote",682,NA,NA,2,1,"Failed",0,16.86,24.31,9.39
"123","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:35:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2XZYC",NA,NA,NA,NA,NA,NA,"Coyote",497,NA,NA,1,1,"Failed",0,16.86,24.31,9.39
"124","F566N1_20","6/1/20","8:01","6/1/20 8:01","6/3/20",10:59:00,NA,"6/3/20",11:33:00,"6/3/20",2.15,2,"BIBU","Serviceberry",12,324380,4797793,NA,"Swab",1,"2XZYD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.86,24.31,9.39
"125","FX0039N1_21","4/30/21","13:31","4/30/21 13:31","5/3/21",14:01:00,NA,"5/3/21",14:17:00,"5/3/21",3.03,3,"JISA","Sheep Mountain South",12,301561,4670428,NA,"Swab",0,"2XZY5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,15.54,24.41,6.41
"126","FX0039N1_21","4/30/21","13:31","4/30/21 13:31","5/3/21",14:01:00,NA,"5/3/21",14:16:00,"5/3/21",3.03,3,"JISA","Sheep Mountain South",12,301561,4670428,NA,"Swab",1,"2YZZ9",NA,NA,NA,NA,"Coyote",663,"Coyote",477,NA,NA,2,1,"Failed",0,15.54,24.41,6.41
"127","FX0039N1_21","4/30/21","13:31","4/30/21 13:31","5/3/21",14:01:00,NA,"5/3/21",14:18:00,"5/3/21",3.03,3,"JISA","Sheep Mountain South",12,301561,4670428,NA,"Swab",0,"2YZZA",NA,NA,NA,NA,"Coyote",623,"Coyote",401,NA,NA,2,1,"Failed",0,15.54,24.41,6.41
"128","FX0039N1_21","4/30/21","13:31","4/30/21 13:31","5/3/21",14:01:00,NA,"5/3/21",14:15:00,"5/3/21",3.03,3,"JISA","Sheep Mountain South",12,301561,4670428,NA,"Swab",1,"JZZX1","Raven",390,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0,15.54,24.41,6.41
"129","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303088,4675640,NA,"Swab",9,"SYZXT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"130","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",1,"SYZXU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"131","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",1,"SYZXV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"132","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",0,"SYZXW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"133","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",0,"SYZXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"134","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",0,"SYZXY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"135","FX0083N1_21","5/15/21","8:46","5/15/21 8:46","5/16/21",10:19:00,NA,"5/16/21",10:19:00,"5/16/21",1.06,1,"JISA","Lower Red Rock Flat",12,303082,4675645,NA,"Swab",0,"SYZY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.51,16.44,24.94,8.22
"136","FX0128N1_20","4/15/20","12:30","4/15/20 12:30","4/20/20",08:26:00,NA,"4/20/20",08:35:00,"4/20/20",4.84,5,"JISA","Sheep Mountain South",12,299241,4668963,NA,"Swab",0,"2SZWC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.91,2.87,10.62,-4.88
"137","FX0128N1_20","4/15/20","12:30","4/15/20 12:30","4/20/20",08:26:00,NA,"4/20/20",08:36:00,"4/20/20",4.84,5,"JISA","Sheep Mountain South",12,299241,4668963,NA,"Swab",0,"2SZWM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.91,2.87,10.62,-4.88
"138","FX0128N2_20","5/28/20","10:06","5/28/20 10:06","5/29/20",08:00:00,NA,"5/29/20",08:44:00,"5/29/20",0.94,1,"JISA","Sheep Mountain South",12,298892,4668872,NA,"EggShells",NA,"2SZY7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.5,24.33,8.61
"139","FX0128N2_20","5/28/20","10:06","5/28/20 10:06","5/29/20",08:00:00,NA,"5/29/20",08:44:00,"5/29/20",0.94,1,"JISA","Sheep Mountain South",12,298892,4668872,NA,"Swab",NA,"2YZZP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,16.5,24.33,8.61
"140","FX0138N1_20","5/8/20","10:29","5/8/20 10:29","5/11/20",09:54:00,NA,"5/11/20",10:20:00,"5/11/20",2.99,3,"JISA","Sheep Mountain South",12,301282,4668437,NA,"EggShells",NA,"2SZYC",NA,NA,NA,NA,"Coyote",904,"Bobcat",2600,"Bobcat",1538,3,1,"Failed",0,10.33,21.3,-0.7
"141","FX0138N1_20","5/8/20","10:29","5/8/20 10:29","5/11/20",09:54:00,NA,"5/11/20",10:20:00,"5/11/20",2.99,3,"JISA","Sheep Mountain South",12,301282,4668437,NA,"Swab",NA,"2YZYH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,10.33,21.3,-0.7
"142","FX0138N1_20","5/8/20","10:29","5/8/20 10:29","5/11/20",09:54:00,NA,"5/11/20",10:20:00,"5/11/20",2.99,3,"JISA","Sheep Mountain South",12,301282,4668437,NA,"Swab",NA,"2YZYI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,10.33,21.3,-0.7
"143","FX0138N1_20","5/8/20","10:29","5/8/20 10:29","5/11/20",09:54:00,NA,"5/11/20",10:20:00,"5/11/20",2.99,3,"JISA","Sheep Mountain South",12,301282,4668437,NA,"Swab",NA,"2YZZZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,10.33,21.3,-0.7
"144","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:30:00,"5/7/21",2.93,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",1,"2WZY3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"145","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:20:00,"5/7/21",2.92,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",1,"JZZWZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"146","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:24:00,"5/7/21",2.92,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",1,"JZZX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"147","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:22:00,"5/7/21",2.92,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",2,"JZZYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"148","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:26:00,"5/7/21",2.92,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",1,"JZZYW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"149","FX0138N1_21","5/4/21","13:17","5/4/21 13:17","5/7/21",11:10:00,NA,"5/7/21",11:28:00,"5/7/21",2.92,3,"JISA","Sheep Mountain South",12,301547,4668753,NA,"Swab",1,"JZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,9.48,17.13,1.93
"150","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:25:00,"5/4/21",5.93,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZW8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"151","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:37:00,"5/4/21",5.94,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZW9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"152","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:22:00,"5/4/21",5.93,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZWI","Raven",11680,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0.05,11.77,22.04,1.62
"153","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:30:00,"5/4/21",5.94,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZWJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"154","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:18:00,"5/4/21",5.93,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZWL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"155","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:32:00,"5/4/21",5.94,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",0,"JZZWM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"156","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:20:00,"5/4/21",5.93,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0.05,11.77,22.04,1.62
"157","FX0157N1_21","4/28/21","15:00","4/28/21 15:00","5/3/21",15:00:00,NA,"5/4/21",13:27:00,"5/4/21",5.94,6,"SHCR","Tokum-Bambi West Non-Treatment (North)",11,602222,4662154,NA,"Swab",1,"JZZWO","Raven",11400,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Failed",0.05,11.77,22.04,1.62
"158","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"2WZW7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
"159","FX0162N1_21","5/12/21","9:40","5/12/21 9:40","5/14/21",15:39:00,NA,"5/14/21",16:01:00,"5/14/21",2.26,2,"PAVA","Goldburg SW - Donkey Creek",12,291921,4912844,NA,"Swab",0,"2WZWW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Failed",0,5.72,15.17,-3.78
